"COUNTYNAME","TOWNNAME","Votes_Total","TPP","DPP","KMT"
"高雄市","橋頭區",26658,0.23111261159877,0.540213069247505,0.228674319153725
"高雄市","永安區",8426,0.233088060764301,0.514360313315927,0.252551625919772
"高雄市","湖內區",17888,0.225793828264758,0.529013864042934,0.245192307692308
"高雄市","燕巢區",17673,0.216092344253947,0.522491936852826,0.261415718893227
"高雄市","田寮區",4084,0.151322233104799,0.592311459353575,0.256366307541626
"高雄市","甲仙區",3015,0.172802653399668,0.429187396351575,0.398009950248756
"高雄市","美濃區",21842,0.183179196044318,0.419238165003205,0.397582638952477
"高雄市","苓雅區",100634,0.199177216447721,0.483603950950971,0.317218832601308
"高雄市","茂林區",1152,0.269097222222222,0.157986111111111,0.572916666666667
"高雄市","茄萣區",17420,0.204420206659013,0.548277841561424,0.247301951779564
"高雄市","路竹區",30322,0.23487896576743,0.499604247740914,0.265516786491656
"高雄市","那瑪夏區",1482,0.190958164642375,0.186909581646424,0.622132253711201
"高雄市","阿蓮區",16350,0.208807339449541,0.557247706422018,0.23394495412844
"高雄市","鳥松區",28340,0.20317572335921,0.506704304869443,0.290119971771348
"高雄市","鳳山區",212717,0.228712326706375,0.465360079354259,0.305927593939365
"高雄市","鹽埕區",14499,0.177460514518243,0.540382095316918,0.282157390164839
"高雄市","鼓山區",81904,0.209855440515726,0.46796249267435,0.322182066809924
