"COUNTYNAME","TOWNNAME","Votes_Total","TPP","DPP","KMT"
"臺北市","文山區",161064,0.247572393582675,0.31257760890081,0.439849997516515
"臺北市","松山區",117322,0.222379434377184,0.373161043964474,0.404459521658342
"臺北市","萬華區",109771,0.250494210674951,0.395086133860491,0.354419655464558
"臺南市","七股區",12790,0.197028928850665,0.594292415949961,0.208678655199375
"臺南市","下營區",13497,0.211824849966659,0.540045936133956,0.248129213899385
"臺南市","中西區",45495,0.213386086383119,0.516716122650841,0.26989779096604
"臺南市","仁德區",48265,0.241251424427639,0.497689837356262,0.261058738216099
"臺南市","佳里區",35226,0.228041787316187,0.539771759495827,0.232186453187986
"臺南市","六甲區",12516,0.226669862575903,0.549856184084372,0.223473953339725
"臺南市","北區",77629,0.2339976039882,0.474539154182071,0.291463241829729
"臺南市","北門區",5582,0.184700824077392,0.560910068075958,0.25438910784665
"臺南市","南化區",4662,0.187044187044187,0.458386958386958,0.354568854568855
"臺南市","南區",76554,0.216017451733417,0.529168952634742,0.254813595631842
"臺南市","善化區",30250,0.275900826446281,0.513752066115702,0.210347107438017
"臺南市","大內區",5541,0.182999458581483,0.575888828731276,0.241111712687241
"臺南市","學甲區",14716,0.206509921174232,0.579233487360696,0.214256591465072
"臺南市","安南區",118152,0.257134877107455,0.52358825919155,0.219276863700995
"臺南市","安定區",18608,0.243174978503869,0.545894239036973,0.210930782459157
"臺南市","安平區",40985,0.24323532999878,0.479150908869098,0.277613761132121
"臺南市","官田區",12995,0.213928434013082,0.58183916891112,0.204232397075798
"臺南市","將軍區",10731,0.168204268008573,0.62426614481409,0.207529587177337
"臺南市","山上區",4340,0.223963133640553,0.52741935483871,0.248617511520737
"臺南市","左鎮區",2592,0.147762345679012,0.571759259259259,0.280478395061728
"臺南市","後壁區",13235,0.196902153381186,0.562825840574235,0.240272006044579
"臺南市","新化區",26695,0.233938939876381,0.498969844540176,0.267091215583443
"臺南市","新市區",22696,0.266434614028904,0.51810891787099,0.215456468100106
"臺南市","新營區",43731,0.247170199629553,0.455763645926231,0.297066154444216
"臺南市","東區",108974,0.231945234643126,0.454952557490778,0.313102207866096
"臺南市","東山區",10590,0.184985835694051,0.545042492917847,0.269971671388102
"臺南市","柳營區",12415,0.231816351188079,0.535964559001208,0.232219089810713
"臺南市","楠西區",5194,0.193107431651906,0.401617250673854,0.40527531767424
"臺南市","歸仁區",42264,0.236324058300208,0.532249668748817,0.231426272950975
"臺南市","永康區",140346,0.261432459777977,0.471556011571402,0.267011528650621
"臺南市","玉井區",7686,0.209731980223784,0.435727296383034,0.354540723393182
"臺南市","白河區",15176,0.189377965208224,0.567211386399578,0.243410648392198
"臺南市","西港區",15309,0.218498922202626,0.583186360964139,0.198314716833235
"臺南市","關廟區",21297,0.212893834812415,0.545569798563178,0.241536366624407
"臺南市","鹽水區",14167,0.215712571468907,0.556363379685184,0.227924048845909
"臺南市","麻豆區",26982,0.216959454451116,0.595952857460529,0.187087688088355
"臺南市","龍崎區",2355,0.154140127388535,0.527813163481953,0.318046709129512
"臺東縣","卑南鄉",9081,0.223763902653893,0.29996696399075,0.476269133355357
"臺東縣","大武鄉",2707,0.216845216106391,0.225341706686369,0.55781307720724
"臺東縣","太麻里鄉",5603,0.200428341959664,0.283955024094235,0.5156166339461
"臺東縣","延平鄉",1822,0.227222832052689,0.129527991218441,0.643249176728869
"臺東縣","成功鎮",6250,0.1944,0.22896,0.57664
"臺東縣","東河鄉",3854,0.195381421899325,0.258432797093928,0.546185781006746
"臺東縣","池上鄉",3912,0.230572597137014,0.304703476482618,0.464723926380368
"臺東縣","海端鄉",1835,0.223978201634877,0.114986376021798,0.661035422343324
"臺東縣","綠島鄉",1759,0.317794201250711,0.185901080159181,0.496304718590108
"臺東縣","臺東市",56479,0.250252306166894,0.300129251580233,0.449618442252873
"臺東縣","蘭嶼鄉",1519,0.260039499670836,0.243581303489138,0.496379196840026
"臺東縣","達仁鄉",1849,0.203893996755003,0.111952406706328,0.68415359653867
"臺東縣","金峰鄉",2098,0.235462345090562,0.0805529075309819,0.683984747378456
"臺東縣","長濱鄉",3150,0.153015873015873,0.236190476190476,0.610793650793651
"臺東縣","關山鎮",4211,0.221800047494657,0.268107337924483,0.51009261458086
"臺東縣","鹿野鄉",3812,0.204092339979014,0.32607555089192,0.469832109129066
"花蓮縣","光復鄉",6249,0.184349495919347,0.224835973755801,0.590814530324852
"花蓮縣","卓溪鄉",2750,0.228,0.096,0.676
"花蓮縣","吉安鄉",48370,0.258838122803391,0.258259251602233,0.482902625594377
"花蓮縣","壽豐鄉",9700,0.237731958762887,0.271134020618557,0.491134020618557
"花蓮縣","富里鄉",4694,0.19919045590115,0.256497656582872,0.544311887515978
"花蓮縣","新城鄉",11242,0.281800391389432,0.235812133072407,0.48238747553816
"花蓮縣","玉里鎮",10777,0.217314651572794,0.244038229562958,0.538647118864248
"花蓮縣","瑞穗鄉",5652,0.191436659589526,0.23690728945506,0.571656050955414
"花蓮縣","秀林鄉",8550,0.291111111111111,0.147134502923977,0.561754385964912
"花蓮縣","花蓮市",55132,0.256040049336139,0.272437060146557,0.471522890517304
"花蓮縣","萬榮鄉",2991,0.252089602139753,0.117352056168506,0.630558341691742
"花蓮縣","豐濱鄉",2029,0.158206012814194,0.194677180877279,0.647116806308526
"花蓮縣","鳳林鎮",6021,0.205115429330676,0.252117588440458,0.542766982228866
"苗栗縣","三灣鄉",3829,0.244972577696527,0.244450248106555,0.510577174196918
"苗栗縣","三義鄉",9356,0.284416417272339,0.246259085079094,0.469324497648568
"苗栗縣","公館鄉",19077,0.301567332389789,0.25166430780521,0.446768359805001
"苗栗縣","卓蘭鎮",9433,0.236192091593343,0.390225803031909,0.373582105374748
"苗栗縣","南庄鄉",5122,0.241116751269036,0.226669269816478,0.532213978914487
"苗栗縣","大湖鄉",7696,0.233108108108108,0.26260395010395,0.504287941787942
"苗栗縣","後龍鎮",19860,0.281369587109768,0.349345417925478,0.369284994964753
"苗栗縣","泰安鄉",3330,0.214714714714715,0.142042042042042,0.643243243243243
"苗栗縣","獅潭鄉",2608,0.207055214723926,0.247699386503067,0.545245398773006
"苗栗縣","竹南鎮",51240,0.340027322404372,0.320296643247463,0.339676034348166
"苗栗縣","苑裡鎮",26824,0.291008052490307,0.417201014017298,0.291790933492395
"苗栗縣","苗栗市",52251,0.29697039291114,0.231899867945111,0.471129739143748
"苗栗縣","西湖鄉",3976,0.241951710261569,0.223843058350101,0.53420523138833
"苗栗縣","通霄鎮",19138,0.256975650538196,0.403908454383948,0.339115895077856
"苗栗縣","造橋鄉",7143,0.278734425311494,0.27187456250875,0.449391012179756
"苗栗縣","銅鑼鄉",10124,0.265606479652311,0.239035954168313,0.495357566179376
"苗栗縣","頭份市",61331,0.345714239128663,0.238704733332246,0.415581027539091
"苗栗縣","頭屋鄉",6327,0.264896475422791,0.236288920499447,0.498814604077762
"連江縣","北竿鄉",1255,0.261354581673307,0.107569721115538,0.631075697211155
"連江縣","南竿鄉",3654,0.254789272030651,0.10727969348659,0.637931034482759
"連江縣","東引鄉",648,0.361111111111111,0.0972222222222222,0.541666666666667
"連江縣","莒光鄉",602,0.262458471760797,0.0963455149501661,0.641196013289037
"金門縣","烈嶼鄉",3446,0.244631456761463,0.0882182240278584,0.667150319210679
"金門縣","烏坵鄉",116,0.189655172413793,0.120689655172414,0.689655172413793
"金門縣","金城鎮",14143,0.270310400905041,0.100756558014566,0.628933041080393
"金門縣","金寧鄉",11216,0.331936519258203,0.11617332382311,0.551890156918688
"金門縣","金沙鎮",6393,0.244798998905052,0.0768027530111059,0.678398248083842
"金門縣","金湖鎮",10298,0.297339289182366,0.100213633715285,0.60244707710235
"雲林縣","二崙鄉",14547,0.22513232968997,0.541967415962054,0.232900254347976
"雲林縣","元長鄉",13113,0.223671166018455,0.498589186303668,0.277739647677877
"雲林縣","北港鎮",22364,0.241951350384547,0.48976032910034,0.268288320515114
"雲林縣","口湖鄉",13342,0.21803327836906,0.522185579373407,0.259781142257533
"雲林縣","古坑鄉",18010,0.251082731815658,0.454192115491394,0.294725152692948
"雲林縣","四湖鄉",10781,0.217697801688155,0.478341526760041,0.303960671551804
"雲林縣","土庫鎮",16159,0.265177300575531,0.453864719351445,0.280957980073024
"雲林縣","大埤鄉",10904,0.24523110785033,0.47001100513573,0.28475788701394
"雲林縣","崙背鄉",12947,0.245462269251564,0.476172086197575,0.278365644550861
"雲林縣","斗六市",64236,0.282551840089669,0.382667040288935,0.334781119621396
"雲林縣","斗南鎮",26348,0.2604372248368,0.435668741460452,0.303894033702748
"雲林縣","東勢鄉",7741,0.226714894716445,0.469706756233045,0.30357834905051
"雲林縣","林內鄉",10162,0.274257036016532,0.42373548514072,0.302007478842747
"雲林縣","水林鄉",12860,0.197667185069984,0.573716951788491,0.228615863141524
"雲林縣","臺西鄉",11754,0.26220860983495,0.38956950825251,0.34822188191254
"雲林縣","莿桐鄉",16627,0.249112888675047,0.498586636194142,0.252300475130811
"雲林縣","虎尾鎮",41642,0.284376350799673,0.392080111425964,0.323543537774362
"雲林縣","褒忠鄉",7056,0.251984126984127,0.46187641723356,0.286139455782313
"雲林縣","西螺鎮",25594,0.264163475814644,0.494569039618661,0.241267484566695
"雲林縣","麥寮鄉",24432,0.337057956777996,0.35690897184021,0.306033071381794
"高雄市","三民區",200987,0.215267654126884,0.4981665480852,0.286565797787917
"高雄市","仁武區",58040,0.247139903514817,0.499172984148863,0.25368711233632
"高雄市","內門區",7917,0.178224074775799,0.502210433244916,0.319565491979285
"高雄市","六龜區",6082,0.172311739559355,0.488655047681684,0.339033212758961
"高雄市","前金區",17162,0.195606572660529,0.492250320475469,0.312143106864002
"高雄市","前鎮區",110189,0.207715833703909,0.503752643185799,0.288531523110292
"高雄市","大寮區",66645,0.228464250881536,0.504794058068872,0.266741691049591
"高雄市","大樹區",24656,0.198572355613238,0.555037313432836,0.246390330953926
"高雄市","大社區",20755,0.227607805348109,0.536400867260901,0.23599132739099
"高雄市","小港區",89996,0.229587981688075,0.507522556558069,0.262889461753856
"高雄市","岡山區",57450,0.231679721496954,0.467919930374238,0.300400348128808
"高雄市","左營區",115439,0.228155129548939,0.422656121414773,0.349188749036288
"高雄市","彌陀區",11329,0.209992055786036,0.500662017830347,0.289345926383617
"高雄市","新興區",30277,0.190507646067972,0.495656769164712,0.313835584767315
"高雄市","旗山區",20390,0.1951446787641,0.506179499754782,0.298675821481118
"高雄市","旗津區",15223,0.204099060631939,0.571635025947579,0.224265913420482
"高雄市","杉林區",5803,0.160778907461658,0.476822333275892,0.36239875926245
"高雄市","林園區",39389,0.217674985402016,0.548046408895885,0.2342786057021
"高雄市","桃源區",2020,0.244554455445545,0.168316831683168,0.587128712871287
"高雄市","梓官區",21617,0.203358467872508,0.560438543738724,0.236202988388768
"高雄市","楠梓區",111190,0.242548790358845,0.461534310639446,0.295916899001709
