"RouteUID","RouteID","RouteName","SubRouteUID","SubRouteID","SubRouteName","Direction","Sequence","FromStopID","ToStopID","Distance"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,17,"291367","291348","206.49"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,18,"291348","291362","344.7"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,19,"291362","291363","175.96"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,20,"291363","291351","174.78"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,21,"291351","291325","632.75"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,22,"291325","291316","214.46"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,23,"291316","291356","284.89"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,24,"291356","291355","192.19"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,25,"291355","291353","138.1"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,26,"291353","291354","217.43"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,27,"291354","291322","339.6"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,28,"291322","291265","405.75"
"HSZ0110","0110","11","HSZ0110A2","0110A2","11A",1,29,"291265","291747","384.91"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,1,"","291301",""
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,2,"291301","291306","292.97"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,3,"291306","291307","564.71"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,4,"291307","291333","288.14"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,5,"291333","291332","258.7"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,6,"291332","291334","217.29"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,7,"291334","291335","158.22"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,8,"291335","291300","375.82"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,9,"291300","291310","421.27"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,10,"291310","291330","429.37"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,11,"291330","291343","170.07"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,12,"291343","291342","385.44"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,13,"291342","291327","195.35"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,14,"291327","291347","202.67"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,15,"291347","291339","270.09"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,16,"291339","291338","158.26"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,17,"291338","291328","329.41"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,18,"291328","291337","319.98"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,19,"291337","291329","471.58"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,20,"291329","291341","284.98"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,21,"291341","291344","426.15"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,22,"291344","291345","440.19"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,23,"291345","291346","136.68"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,24,"291346","291340","169.87"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,25,"291340","291331","284.46"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,26,"291331","291370","640.41"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,27,"291370","291368","170.64"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,28,"291368","291369","298.36"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,29,"291369","291380","298.45"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,30,"291380","291386","243.09"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,31,"291386","291379","227.4"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,32,"291379","291385","185.6"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,33,"291385","291378","262.64"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,34,"291378","291384","174.24"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,35,"291384","291375","352.48"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,36,"291375","291383","188.51"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,37,"291383","291381","334.52"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,38,"291381","291374","191.89"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,39,"291374","291377","178.89"
"HSZ0113","0113","11甲","HSZ011301","011301","11甲",0,40,"291377","291376","179.55"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,1,"","291390",""
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,2,"291390","291391","414.14"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,3,"291391","291388","203.9"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,4,"291388","291395","326.41"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,5,"291395","291396","514.4"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,6,"291396","291389","204.1"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,7,"291389","291397","236.14"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,8,"291397","291392","226.99"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,9,"291392","291398","277.02"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,10,"291398","291393","178.22"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,11,"291393","291399","277.68"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,12,"291399","291394","253.38"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,13,"291394","291372","542.86"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,14,"291372","291371","276.97"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,15,"291371","291373","328.54"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,16,"291373","291352","597.96"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,17,"291352","291360","338.97"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,18,"291360","291366","229.96"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,19,"291366","291365","277.38"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,20,"291365","291364","464.61"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,21,"291364","291361","407.65"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,22,"291361","291350","289.4"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,23,"291350","291357","428.33"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,24,"291357","291349","459.24"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,25,"291349","291358","235.41"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,26,"291358","291359","377.36"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,27,"291359","291367","435.32"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,28,"291367","291348","206.49"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,29,"291348","291362","344.7"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,30,"291362","291363","175.96"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,31,"291363","291351","174.78"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,32,"291351","291325","632.75"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,33,"291325","291316","214.46"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,34,"291316","291356","284.89"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,35,"291356","291355","192.19"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,36,"291355","291353","138.1"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,37,"291353","291354","217.43"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,38,"291354","291322","339.6"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,39,"291322","291265","405.75"
"HSZ0113","0113","11甲","HSZ011302","011302","11甲",1,40,"291265","291747","384.91"
"HSZ0120","0120","12","HSZ012001","012001","12",0,1,"","291311",""
"HSZ0120","0120","12","HSZ012001","012001","12",0,2,"291311","291405","344.69"
"HSZ0120","0120","12","HSZ012001","012001","12",0,3,"291405","291336","261.76"
"HSZ0120","0120","12","HSZ012001","012001","12",0,4,"291336","291409","414.5"
"HSZ0120","0120","12","HSZ012001","012001","12",0,5,"291409","291407","368.66"
"HSZ0120","0120","12","HSZ012001","012001","12",0,6,"291407","291402","354.95"
"HSZ0120","0120","12","HSZ012001","012001","12",0,7,"291402","291408","367.77"
"HSZ0120","0120","12","HSZ012001","012001","12",0,8,"291408","291403","174.65"
"HSZ0120","0120","12","HSZ012001","012001","12",0,9,"291403","291404","163.42"
"HSZ0120","0120","12","HSZ012001","012001","12",0,10,"291404","291401","187.99"
"HSZ0120","0120","12","HSZ012001","012001","12",0,11,"291401","291411","461.3"
"HSZ0120","0120","12","HSZ012001","012001","12",0,12,"291411","291412","292.69"
"HSZ0120","0120","12","HSZ012001","012001","12",0,13,"291412","291400","397.81"
"HSZ0120","0120","12","HSZ012001","012001","12",0,14,"291400","291413","112.08"
"HSZ0120","0120","12","HSZ012001","012001","12",0,15,"291413","291410","836.35"
"HSZ0120","0120","12","HSZ012002","012002","12",1,1,"","291423",""
"HSZ0120","0120","12","HSZ012002","012002","12",1,2,"291423","291427",""
"HSZ0120","0120","12","HSZ012002","012002","12",1,3,"291427","291414","312.24"
"HSZ0120","0120","12","HSZ012002","012002","12",1,4,"291414","291425","312.11"
"HSZ0120","0120","12","HSZ012002","012002","12",1,5,"291425","291424","559.4"
"HSZ0120","0120","12","HSZ012002","012002","12",1,6,"291424","291415","264.13"
"HSZ0120","0120","12","HSZ012002","012002","12",1,7,"291415","291418","252.06"
"HSZ0120","0120","12","HSZ012002","012002","12",1,8,"291418","291417","110.6"
"HSZ0120","0120","12","HSZ012002","012002","12",1,9,"291417","291421","286.52"
"HSZ0120","0120","12","HSZ012002","012002","12",1,10,"291421","291416","523.17"
"HSZ0120","0120","12","HSZ012002","012002","12",1,11,"291416","291420","170.68"
"HSZ0120","0120","12","HSZ012002","012002","12",1,12,"291420","291422","429.04"
"HSZ0120","0120","12","HSZ012002","012002","12",1,13,"291422","291265","276.83"
"HSZ0120","0120","12","HSZ012002","012002","12",1,14,"291265","291746","369.8"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,1,"","291226",""
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,2,"291226","291743","422.5"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,3,"291743","291409","414.59"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,4,"291409","291437","430.51"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,5,"291437","291443","190.28"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,6,"291443","291446","257.6"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,7,"291446","291442","318.14"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,8,"291442","291435","347.6"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,9,"291435","291445","262.88"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,10,"291445","291444","201.86"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,11,"291444","291450","167.15"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,12,"291450","291449","221.5"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,13,"291449","291433","307.38"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,14,"291433","291441","678.56"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,15,"291441","291431","428.32"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,16,"291431","291440","590.12"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,17,"291440","291429","149.17"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,18,"291429","291452","160.3"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,19,"291452","291451","206.48"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,20,"291451","291430","277.13"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,21,"291430","291439","274.22"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,22,"291439","291453","260.13"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,23,"291453","291434","195.76"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,24,"291434","291436","255.98"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,25,"291436","291448","175.58"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,26,"291448","291428","180.78"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,27,"291428","291447","151.7"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,28,"291447","291432","198.18"
"HSZ0150","0150","藍15區","HSZ015001","015001","藍15區",0,29,"291432","291438","149.52"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,1,"","291465",""
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,2,"291465","291458",""
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,3,"291458","291474","215.4"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,4,"291474","291454","186.59"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,5,"291454","291475","153.47"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,6,"291475","291463","403.73"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,7,"291463","291461","272.55"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,8,"291461","291480","386.26"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,9,"291480","291466","429.77"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,10,"291466","291456","491.97"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,11,"291456","291478","297.12"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,12,"291478","291479","146.59"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,13,"291479","291455","144.43"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,14,"291455","291467","150.03"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,15,"291467","291457","469.19"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,16,"291457","291468","532.3"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,17,"291468","291459","684.84"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,18,"291459","291476","298.17"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,19,"291476","291477","400.27"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,20,"291477","291471","125.33"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,21,"291471","291472","164.87"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,22,"291472","291462","320.45"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,23,"291462","291469","188.13"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,24,"291469","291460","228.44"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,25,"291460","291473","298.82"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,26,"291473","291470","251.49"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,27,"291470","291464","436.97"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,28,"291464","291422","329.12"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,29,"291422","291265","276.89"
"HSZ0150","0150","藍15區","HSZ015002","015002","藍15區",1,30,"291265","291256","359.06"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,1,"","291226",""
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,2,"291226","291743","422.5"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,3,"291743","291409","626.06"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,4,"291409","291437","369.97"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,5,"291437","291443","323.13"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,6,"291443","291446","318.05"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,7,"291446","291442","320.36"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,8,"291442","291435","347.68"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,9,"291435","291445","198.63"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,10,"291445","291444","201.15"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,11,"291444","291450","167.15"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,12,"291450","291449","221.5"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,13,"291449","291433","307.38"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,14,"291433","291441","678.56"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,15,"291441","291431","428.32"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,16,"291431","291440","520.19"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,17,"291440","291429","148.42"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,18,"291429","291452","159.99"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,19,"291452","291451","206.48"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,20,"291451","291430","277.13"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,21,"291430","291439","274.24"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,22,"291439","291453","260.06"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,23,"291453","291434","196.14"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,24,"291434","291436","257.2"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,25,"291436","291448","175.58"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,26,"291448","291428","180.78"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,27,"291428","291447","151.7"
"HSZ0150","0150","藍15區","HSZ0150B1","0150B1","藍15區B",0,28,"291447","302510",""
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,1,"","302510",""
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,2,"302510","291474","483.99"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,3,"291474","291454","188.54"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,4,"291454","291475","153.48"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,5,"291475","291463","403.68"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,6,"291463","291461","272.55"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,7,"291461","291480","386.26"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,8,"291480","291466","429.77"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,9,"291466","291456","491.97"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,10,"291456","291478","297.12"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,11,"291478","291479","146.59"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,12,"291479","291455","144.43"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,13,"291455","291467","150.03"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,14,"291467","291457","469.19"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,15,"291457","291468","532.3"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,16,"291468","291459","684.97"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,17,"291459","291476","298.17"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,18,"291476","291477","400.27"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,19,"291477","291471","125.33"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,20,"291471","291472","160.37"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,21,"291472","291462","320.45"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,22,"291462","291469","188.13"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,23,"291469","291460","228.44"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,24,"291460","291473","298.81"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,25,"291473","291470","250.01"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,26,"291470","291464","436.87"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,27,"291464","291422","329.12"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,28,"291422","291265","276.89"
"HSZ0150","0150","藍15區","HSZ0150B2","0150B2","藍15區B",1,29,"291265","291256","359.06"
"HSZ0160","0160","16","HSZ016001","016001","16",0,1,"","291405",""
"HSZ0160","0160","16","HSZ016001","016001","16",0,2,"291405","291743",""
"HSZ0160","0160","16","HSZ016001","016001","16",0,3,"291743","291409","414.67"
"HSZ0160","0160","16","HSZ016001","016001","16",0,4,"291409","291407","368.66"
"HSZ0160","0160","16","HSZ016001","016001","16",0,5,"291407","291484","284.48"
"HSZ0160","0160","16","HSZ016001","016001","16",0,6,"291484","291495","217.76"
"HSZ0160","0160","16","HSZ016001","016001","16",0,7,"291495","291488","254"
"HSZ0160","0160","16","HSZ016001","016001","16",0,8,"291488","291489","227.86"
"HSZ0160","0160","16","HSZ016001","016001","16",0,9,"291489","291494","462.79"
"HSZ0160","0160","16","HSZ016001","016001","16",0,10,"291494","291486","316.48"
"HSZ0160","0160","16","HSZ016001","016001","16",0,11,"291486","291490","372.72"
"HSZ0160","0160","16","HSZ016001","016001","16",0,12,"291490","291492","238.36"
"HSZ0160","0160","16","HSZ016001","016001","16",0,13,"291492","291493","305.46"
"HSZ0160","0160","16","HSZ016001","016001","16",0,14,"291493","291487","271.22"
"HSZ0160","0160","16","HSZ016002","016002","16",1,1,"","291487",""
"HSZ0160","0160","16","HSZ016002","016002","16",1,2,"291487","291504","188.67"
"HSZ0160","0160","16","HSZ016002","016002","16",1,3,"291504","291503","402.42"
"HSZ0160","0160","16","HSZ016002","016002","16",1,4,"291503","291501","431.47"
"HSZ0160","0160","16","HSZ016002","016002","16",1,5,"291501","291498","222.85"
"HSZ0160","0160","16","HSZ016002","016002","16",1,6,"291498","291505","285.63"
"HSZ0160","0160","16","HSZ016002","016002","16",1,7,"291505","291500","357.73"
"HSZ0160","0160","16","HSZ016002","016002","16",1,8,"291500","291499","285.37"
"HSZ0160","0160","16","HSZ016002","016002","16",1,9,"291499","291506","127.91"
"HSZ0160","0160","16","HSZ016002","016002","16",1,10,"291506","291496","275.84"
"HSZ0160","0160","16","HSZ016002","016002","16",1,11,"291496","291420","190.55"
"HSZ0160","0160","16","HSZ016002","016002","16",1,12,"291420","291422","428.76"
"HSZ0160","0160","16","HSZ016002","016002","16",1,13,"291422","291265","276.83"
"HSZ0160","0160","16","HSZ016002","016002","16",1,14,"291265","291746","369.8"
"HSZ0182","0182","182","HSZ018201","018201","182",0,1,"","296965",""
"HSZ0182","0182","182","HSZ018201","018201","182",0,2,"296965","296967","426.85"
"HSZ0182","0182","182","HSZ018201","018201","182",0,3,"296967","296968","312.27"
"HSZ0182","0182","182","HSZ018201","018201","182",0,4,"296968","296970","314.59"
"HSZ0182","0182","182","HSZ018201","018201","182",0,5,"296970","296972","510.07"
"HSZ0182","0182","182","HSZ018201","018201","182",0,6,"296972","296975","980.24"
"HSZ0182","0182","182","HSZ018201","018201","182",0,7,"296975","296977","818.61"
"HSZ0182","0182","182","HSZ018201","018201","182",0,8,"296977","296979",""
"HSZ0182","0182","182","HSZ018201","018201","182",0,9,"296979","291848",""
"HSZ0182","0182","182","HSZ018201","018201","182",0,10,"291848","296982","239.28"
"HSZ0182","0182","182","HSZ018201","018201","182",0,11,"296982","296983","268.24"
"HSZ0182","0182","182","HSZ018201","018201","182",0,12,"296983","296985","291.15"
"HSZ0182","0182","182","HSZ018201","018201","182",0,13,"296985","296987","521.68"
"HSZ0182","0182","182","HSZ018201","018201","182",0,14,"296987","296989","756.39"
"HSZ0182","0182","182","HSZ018201","018201","182",0,15,"296989","296991","813.56"
"HSZ0182","0182","182","HSZ018201","018201","182",0,16,"296991","299891","559.34"
"HSZ0182","0182","182","HSZ018201","018201","182",0,17,"299891","296997","263.04"
"HSZ0182","0182","182","HSZ018201","018201","182",0,18,"296997","297000","226.74"
"HSZ0182","0182","182","HSZ018201","018201","182",0,19,"297000","297003","2680.13"
"HSZ0182","0182","182","HSZ018201","018201","182",0,20,"297003","297007","613.23"
"HSZ0182","0182","182","HSZ018201","018201","182",0,21,"297007","297014","564.52"
"HSZ0182","0182","182","HSZ018201","018201","182",0,22,"297014","297010","532.26"
"HSZ0182","0182","182","HSZ018201","018201","182",0,23,"297010","297013","1086.44"
"HSZ0182","0182","182","HSZ018202","018202","182",1,1,"","297013",""
"HSZ0182","0182","182","HSZ018202","018202","182",1,2,"297013","297011",""
"HSZ0182","0182","182","HSZ018202","018202","182",1,3,"297011","297015","308.9"
"HSZ0182","0182","182","HSZ018202","018202","182",1,4,"297015","297008","608.42"
"HSZ0182","0182","182","HSZ018202","018202","182",1,5,"297008","297004","269.39"
"HSZ0182","0182","182","HSZ018202","018202","182",1,6,"297004","297001","3042.87"
"HSZ0182","0182","182","HSZ018202","018202","182",1,7,"297001","296998","279"
"HSZ0182","0182","182","HSZ018202","018202","182",1,8,"296998","296992","688.27"
"HSZ0182","0182","182","HSZ018202","018202","182",1,9,"296992","296990","686.74"
"HSZ0182","0182","182","HSZ018202","018202","182",1,10,"296990","296988","217.53"
"HSZ0182","0182","182","HSZ018202","018202","182",1,11,"296988","296999","296.72"
"HSZ0182","0182","182","HSZ018202","018202","182",1,12,"296999","296986","322.84"
"HSZ0182","0182","182","HSZ018202","018202","182",1,13,"296986","296984","197.34"
"HSZ0182","0182","182","HSZ018202","018202","182",1,14,"296984","296981","335.88"
"HSZ0182","0182","182","HSZ018202","018202","182",1,15,"296981","296980","342.26"
"HSZ0182","0182","182","HSZ018202","018202","182",1,16,"296980","296978","335.87"
"HSZ0182","0182","182","HSZ018202","018202","182",1,17,"296978","296974","1413.52"
"HSZ0182","0182","182","HSZ018202","018202","182",1,18,"296974","296971","482"
"HSZ0182","0182","182","HSZ018202","018202","182",1,19,"296971","296969","352.35"
